structure(list(CpGmarker = c("(Intercept)", "cg00075967", "cg00374717", 
"cg00864867", "cg00945507", "cg01027739", "cg01353448", "cg01584473", 
    "potassium channel tetramerisation domain containing 18", 
    "PQ loop repeat containing 1", "PR domain containing 12", 
    "predicted osteoblast protein", "PRKC; apoptosis; WT1; regulator", 
    "proapoptotic caspase adaptor protein", "programmed cell death 6 interacting protein", 
    "promyelocytic leukemia zinc finger protein", "proopiomelanocortin", 
    "prostaglandin E receptor 2 (subtype EP2); 53kDa", "protein C; cardiac", 
    "protein kinase C binding protein 1 isoform a", "protein kinase; cGMP-dependent; type I", 
    "protein kinase; cGMP-dependent; type II", "protein phosphatase 1 regulatory inhibitor subunit 16B", 
    "protein phosphatase 1; regulatory (inhibitor) subunit 14A", 
    "protein phosphatase 1; regulatory subunit 12C", "protein tyrosine phosphatase; receptor type; K precursor", 
    "purinergic receptor P2X-like 1; orphan receptor", "pyruvate dehydrogenase kinase; isoenzyme 4", 
    "RAC/CDC42 exchange factor isoform 2", "RACH1", "Ras association (RalGDS/AF-6) domain family 5 isoform B", 
    "Ras association domain family 4 isoform a", "receptor expression enhancing protein 1", 
    "replication factor C 3 isoform 1", "retinoid X receptor; alpha", 
    "Rho-specific guanine nucleotide exchange factor p114", "ribosomal protein L31", 
    "ribosomal protein S6 kinase-like 1", "RNA-binding protein with multiple splicing isoform A", 
    "sarcoglycan; epsilon", "Scm-like with four mbt domains 1", 
    "SEC31-like 1 isoform 1", "Sec61 gamma subunit", "secretagogin precursor", 
    "secreted frizzled-related protein 1", "selectin P precursor", 
    "Shaw-related voltage-gated potassium channel protein 2 isoform KV3.2b", 
    "Shaw-related voltage-gated potassium channel protein 4 isoform a", 
    "sialidase 2", "small inducible cytokine A27 precursor", 
    "small nuclear ribonucleoprotein polypeptide B", "solute carrier family 28 (sodium-coupled nucleoside transporter); member 2", 
    "solute carrier family 36 (proton/amino acid symporter); member 2", 
    "solute carrier family 9 isoform 3 regulator 2", "solute carrier organic anion transporter family; member 3A1", 
    "sorting nexin 8", "sorting nexin 9", "spermatogenesis associated 18 homolog", 
    "SREBP cleavage-activating protein", "ST3 beta-galactoside alpha-2;3-sialyltransferase 4", 
    "stearoyl-CoA desaturase 4 isoform b", "sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1", 
    "STG protein", "stimulated by retinoic acid gene 6 homolog", 
    "structure specific recognition protein 1", "SWI/SNF-related; matrix-associated actin-dependent regulator of chromatin; subfamily a; containing DEAD/H box 1", 
    "syndecan 2 precursor", "syntaxin 10", "T-box 5 isoform 2", 
    "target of myb1-like 1", "TCDD-inducible poly(ADP-ribose) polymerase", 
    "testis expressed sequence 264", "testis specific; 14", "testis spermatogenesis apoptosis-related protein 6", 
    "thioesterase; adipose associated isoform BFIT1", "THUMP domain containing 3", 
    "thymosin-like 3", "thyroid hormone receptor interactor 10", 
    "tight junction protein 1 isoform a", "transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon)", 
    "transcription factor IIB", "transition protein 1 (during histone to protamine replacement)", 
    "translocase of inner mitochondrial membrane 17 homolog A", 
    "transmembrane protein 56", "tuberoinfundibular 39 residue protein precursor", 
    "tubulin; beta polypeptide paralog", "tumor necrosis factor (ligand) superfamily; member 13b", 
    "type I hair keratin 3B", "U5 snRNP-specific protein", "ubiquitin-conjugating enzyme E2 variant 1 isoform a", 
    "ubiquitin specific protease 10", "UDP-Gal:betaGal beta 1;3-galactosyltransferase polypeptide 6", 
    "uridine-cytidine kinase 1-like 1", "uroporphyrinogen III synthase", 
    "v-akt murine thymoma viral oncogene homolog 3 isoform 2", 
    "v-ets erythroblastosis virus E26 oncogene like isoform 2", 
    "V-FES feline sarcoma viral/V-FPS fujinami avian sarcoma viral oncogene homolog", 
    "vacuolar protein sorting 18", "VGF nerve growth factor inducible precursor", 
    "wolframin", "yippee-like 1", "zinc finger and BTB domain containing 5", 
    "zinc finger protein 177", "zinc finger protein 219", "zinc finger protein 287", 
    "zinc finger protein 551", "zinc finger protein 597", "zinc finger protein 70", 
    "zinc fingers and homeoboxes 1", "ZNF438 transcript variant 3"
    ), class = "factor"), Marginal.Age.Relationship = structure(c(1L, 
    3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 
    3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 
    3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 
    3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 
    3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 
    3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 
    3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 
    3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 
    3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 
    3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 
    3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 
    3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 
    3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 3L, 2L, 2L, 
    2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 
    2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 
    2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 
    2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 
    2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 
    2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 
    2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 
    2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 
    2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 
    2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L, 
    2L, 2L, 2L, 2L, 2L, 2L, 2L, 2L), .Label = c("", "negative", 
    "positive"), class = "factor")), row.names = c(NA, -354L), class = "data.frame")
